best_so_far,simple_regret
0.5052938283179305,0.49470617168206954
0.9871052231835633,0.012894776816436693
0.9871052231835633,0.012894776816436693
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.0032540929228404,-0.0032540929228404014
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.003600779879965,-0.003600779879965099
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
1.0132140170112143,-0.013214017011214274
