best_so_far,simple_regret
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.7809450782996882,0.21905492170031182
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.8322150321184069,0.16778496788159314
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
0.836580608519819,0.16341939148018103
