0,1,2,3,4,5,6
0.09025132842361927,0.5811105500906706,0.40774370171129704,0.9906550562009215,0.9563232036307454,0.6,10.8
0.8748458884656429,0.2342706425115466,0.7750531500205398,0.31081464421004057,0.3064010292291641,0.6,10.8
0.5146256219595671,0.8430619807913899,0.1254499712958932,0.6624919893220067,0.08256059885025024,0.6,10.8
0.29421718418598175,0.4722962900996208,0.555015292018652,0.10771265719085932,0.6855987133458257,0.6,10.8
0.48462809529155493,0.9162143599241972,0.9618020858615637,0.1661190828308463,0.5485086012631655,0.6,10.8
0.7070278087630868,0.2723316056653857,0.3444928778335452,0.5958992270752788,0.214032887481153,0.6,10.8
0.9090061811730266,0.6625409098342061,0.7432279707863927,0.49420579243451357,0.42810289468616247,0.6,10.8
0.12640294153243303,0.02598237246274948,0.06366288661956787,0.799047046341002,0.8407279271632433,0.6,10.8
0.24456219002604485,0.7582789966836572,0.6527778515592217,0.5185913145542145,0.3225035797804594,0.6,10.8
0.9627218712121248,0.42633167281746864,0.035468410700559616,0.21399660035967827,0.906956466846168,0.6,10.8
0.665032833814621,0.5041477251797915,0.9350725654512644,0.8154433015733957,0.7011214373633265,0.6,10.8
0.38599824719130993,0.18050118442624807,0.2555072521790862,0.3859096672385931,0.03853449039161205,0.6,10.8
0.3342514345422387,0.7355993697419763,0.22371282894164324,0.3276243731379509,0.1648721406236291,0.6,10.8
0.6152163138613105,0.07584748044610023,0.5910220295190811,0.8821590729057789,0.5647713653743267,0.6,10.8
0.7547259153798223,0.997092979028821,0.44228596054017544,0.03072655387222767,0.7959922812879086,0.6,10.8
0.03849648218601942,0.3143918728455901,0.8718510372564197,0.7103223633021116,0.4429923752322793,0.6,10.8
0.021555442363023758,0.942775976844132,0.01647291239351034,0.46225627325475216,0.6297353776171803,0.6,10.8
0.8024287316948175,0.3687021806836128,0.6650328431278467,0.7670355383306742,0.10778062045574188,0.6,10.8
0.5669040307402611,0.6964191179722548,0.2980199418962002,0.1341085247695446,0.25301358103752136,0.6,10.8
0.35082716308534145,0.11502110492438078,0.8838357189670205,0.5639487504959106,0.9780985834077001,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
0.38037759219162254,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.423616621806937,0.7171901663316216,0.26407181246889655,0.380652170570093,0.5379083800645339,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
0.38089162632535,1.0,1.0,1.0,1.0,0.6,10.8
0.3847432451655579,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.345938525635255,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.3032125974005754,0.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,2.4105601748750794e-05,0.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.9999636936797787,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.9998469491707305,1.0,0.6,10.8
1.0,1.0,1.0,5.5897091960814e-05,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.5846373031410512,0.035966228095061045,0.7277728985942131,0.44517934874749765,0.41015028003357146,0.6,10.8
0.3832472046270807,1.0,1.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
1.0,1.0,0.40860812736869867,0.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
0.3832650334480345,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.4183610972824514,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.38118901079241313,1.0,1.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,0.9819032367414964,0.8664791448941026,0.04867125592015331,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.037127800113233814,1.0,1.0,1.0,1.0,0.6,10.8
0.3667022765406262,0.9949757092821898,0.9872601322017777,0.9712304366943366,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
0.3951471584613112,0.5254890989216423,0.3935703877658989,0.6662489139497934,0.17526141733261505,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.3755923400206043,1.0,1.0,1.0,1.0,0.6,10.8
0.37968537087717047,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.447126545045894e-07,0.999999999999997,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
0.36419794460007093,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
0.1457438507791104,0.4549838993939232,0.11230499032100809,0.5303713835360998,0.02173721002540683,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.36452729944831536,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,0.0,1.0,0.6,10.8
0.3280977913617982,0.6001419174765665,0.13911474914163177,0.4204090701934844,0.011354986869060195,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
0.4377216381671956,1.0,1.0,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
