hyper_volume,gd,igd,spacing,cardinality
3.563851344530776,0.4867058930534759,0.6876971014680113,0.14560156231870772,8.0
3.601614659338269,0.4355023555459441,0.27830163169998734,0.37632685259922505,9.0
3.7577219309047165,0.43448896759199584,0.2748211710305799,0.3890225013685516,12.0
3.9082348305261623,0.42195406135472063,0.32916536396062535,0.23352715267366153,12.0
3.920334498400937,0.4478970644997265,0.3291442596163788,0.20809515071128748,15.0
4.009628138496135,0.44431413706857475,0.3264685699087427,0.20700268547929107,15.0
4.025535399686705,0.4559767786858699,0.3264685699087427,0.21016258962012133,15.0
4.036543218880862,0.4264511995265997,0.32397380270814047,0.19773077747379023,17.0
4.0679602433837125,0.44022593130331816,0.32395068903719154,0.17569205184868297,20.0
4.075304026852445,0.3988282076214178,0.3214798131914107,0.1728360707546441,21.0
4.0760831716659665,0.390077778106815,0.3214798131914107,0.17108267895618484,22.0
4.07691984075557,0.3872443189275801,0.321168418891536,0.1673035699376605,23.0
4.114974833600193,0.40263524178352983,0.321168418891536,0.29742269761888385,24.0
4.137477768476153,0.41546647799471254,0.32926636489857153,0.3173660178587978,22.0
4.137477768476153,0.41546647799471254,0.32926636489857153,0.3173660178587978,22.0
4.141985326012816,0.4112704236243546,0.3295710438095803,0.31779426043611053,22.0
4.146058703379655,0.41305762711496835,0.33082751461408555,0.31573508389007826,22.0
4.159248969899716,0.4181162518415442,0.33082751461408555,0.31915800624792834,22.0
4.161520509939678,0.4067206822932457,0.33082751461408555,0.31316461899732523,23.0
4.162541742903944,0.3979015307341803,0.33072353581102,0.30695839389845303,24.0
