0,1,2,3,4,5,6
1.0,1.0,0.0,0.182820065299458,0.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.3131310249159074,0.14486057064106553,0.738241527681329,0.0,0.9956026710568349,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
0.2634342899552771,0.8272375315429067,0.4501429265364714,0.2949824286633664,0.819932996295369,0.6,10.8
0.0,0.28702108646019975,1.0,1.0,0.0,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.43973567099921657,0.6252028960525281,0.26435282136649996,0.24651036788224756,0.6595821792407448,0.6,10.8
0.6966574166829568,0.44167097246380643,0.0,1.0,0.9314780347071606,0.6,10.8
0.10039641556876272,0.46723546930062054,0.0,0.778853082984408,0.3811658192018719,0.6,10.8
1.0,1.0,0.5334376943028201,1.0,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.5863448501134711,0.026742871676657072,0.12022465381213007,0.10848691914283405,0.6668185776359554,0.6,10.8
1.0,0.9890620505270937,0.8994358018405613,0.7812482747354833,1.0,0.6,10.8
1.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.5271530025966172,1.0,1.0,0.6,10.8
0.5615580938736208,0.5809513404978295,0.28763157129307004,0.5679224329062569,0.6749461591247446,0.6,10.8
0.14284918177667671,0.36510809604201155,0.5775363948197274,0.5924849370487797,0.016499110497888166,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
1.0,1.0,0.807400378534766,1.0,1.0,0.6,10.8
0.9901088642977796,0.19950815771589173,0.2627506104870446,0.10791307269083207,0.34284007031835034,0.6,10.8
0.99556981473261,0.3280908386926868,0.65235621775607,0.15842270468374575,0.813873062919813,0.6,10.8
0.45610414396716126,0.04950839020838697,0.7820416725670978,0.7591601917657573,0.4756909940448875,0.6,10.8
0.4230442640069321,0.06061106233101255,0.41579657837447026,0.670950098864244,0.8307563812171841,0.6,10.8
0.46884750687436094,0.3370875884260402,0.18121766764447647,0.12070415605582129,0.040192110815777046,0.6,10.8
0.5211257777272498,0.6159139031953491,0.0021525590513648152,0.22780287650545863,0.7797085102303012,0.6,10.8
0.07154494841614457,0.13392364224238562,0.15191284174866193,0.18593542142370859,0.41085381420032213,0.6,10.8
1.0,1.0,0.8074237532229749,1.0,1.0,0.6,10.8
0.6459643813112331,0.269012203256623,0.39766767685718973,0.9562758663410852,0.7548081231203425,0.6,10.8
1.0,1.0,0.2630592795637819,1.0,1.0,0.6,10.8
0.7767725184578701,0.7525862402746766,0.8311416869688221,0.950904523002792,0.21804472886607437,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
0.6514101251987868,0.4590330738612067,0.6523664658902607,0.832466712226301,0.03705047164259555,0.6,10.8
0.6104666536134875,1.0,1.0,1.0,1.0,0.6,10.8
0.934270513139252,1.0,0.5593880751133217,0.027232137665531366,0.9977200878992368,0.6,10.8
0.00043327853871090276,0.153753062197508,0.7431063084843357,0.9120259404273604,0.6963700282640043,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
0.7782065870445425,0.40002449841891896,0.14018631866574252,0.57495862534532,0.9409499814743336,0.6,10.8
0.6416795696609183,0.7847080327526342,0.5140079866965263,0.8647653549434141,0.49741772366035286,0.6,10.8
