0,1,2,3,4,5,6,7,8,9,10,11,12
0.5969448812410109,0.552529407509201,0.7277037761861537,0.46413449677464413,0.6230467967153839,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.41848280473154736,0.8606121863332136,0.050928531681684194,0.07667996692370627,0.6622860398191341,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9952592996904328,0.08072759916913161,0.6689341228350321,0.35205451104819024,0.2594090907809628,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.5972100420731746,0.5523262151320895,0.7275839375671743,0.4639149522321017,0.6228630775447793,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9769734079496045,0.9663469067626617,0.9985725666255001,0.09354991398544814,0.9999479955606743,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9770219345952854,0.966331775994641,0.9985406269557972,0.09346667937943474,0.9996026336918806,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.979991064471309,0.8363134371509493,0.005289023916274411,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,0.9135395525375647,0.9965380646316527,0.9192620550480939,0.9379909778534474,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7888645456084183,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.7343200893299985,0.6105996852478561,0.49992418745515876,0.27159860118118384,0.6257256417790076,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.2550060596364868,0.9702035540737802,0.23560593288916765,0.13228010510675875,0.3782872678746549,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.008536158024967938,0.7253586595614469,0.8464804311745918,0.0,0.7886784682788507,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7800396590479041,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,0.02539993847530266,0.9943993609444075,1.0,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.29917822812895783,0.07972898067905566,1.0,0.9996150493883966,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.6537230469168687,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9464254961387766,0.5560222713704369,1.0,0.9995394533700569,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.6563264490539235,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.8529513690279678,0.25681724087946556,0.03364795651826364,0.38925090341931984,0.902731617445125,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.48866531262904966,0.44229840417155514,0.41350385790527927,0.38335507587030054,0.265892061796036,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9213840224247842,0.052174659104001514,0.9968065775001231,0.05971404626483226,0.1121385237830296,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.048598242268773226,0.19481539878158277,0.38118736741950476,0.2653929489930205,0.5266178652715832,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.6872835038314424,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9998187525140114,0.96739258094829,0.00033045506096244457,0.0,0.22696274199118324,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,0.9984202957185652,0.0007963316714895728,1.0,0.003461454506500379,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.38091734751654005,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7890076064985828,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.7260753416665774,0.21600105385900203,0.0,0.574239579483163,0.5998190130439942,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.4554563634422217,0.2104168097132463,0.6060752746032039,0.8033582233178302,0.3973461715652702,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7910464627586343,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.6414992943652803,0.5814135185347415,0.7708603153533536,1.0,0.2984070418846677,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.2963529638365519,0.476368570149394,0.7747246310868166,0.47373407487815855,0.538695593025201,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7278394858480689,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.581730402591118,0.20485928404683412,0.05720376109329156,0.22586401555589317,0.8296105935062197,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.25028658097054035,0.009237301534448513,0.6350709023131473,0.031906291870168524,0.4181793807150542,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.1469625378459936,0.6358559112355361,0.9999821043964537,1.0,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.999986536043205,0.4858487349232698,0.43202886704829196,0.8666427288677537,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.3826041144166557,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.07597580030281303,0.23540119300338194,0.44652255851976486,0.09979152317936965,0.6042647187140695,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.3837228754661743,0.5569072246776088,0.9011854144663739,0.2280405305938331,0.05878943607883522,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.08815540798893923,0.9272945214215419,0.888556663345129,0.9860298829473155,0.5503824433771951,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8648326000966204,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.8448166491379868,0.4285772113732514,0.37562009370245936,0.4564275894663181,0.727367139905505,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7895885537548296,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.1639108872040911,0.37660987582060845,0.15947515424343908,0.27376993373052716,0.19441793207080152,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.4719699133354806,1.0,0.9411657927552135,0.4907372849964581,0.5736923723232652,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8628249214309238,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.06976603111611424,0.10350040328196278,0.34986611283306457,0.6622677668958904,0.688544849309415,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.33264336817931156,0.8583652848479645,0.2320925470172809,0.19121277987086546,0.2466406248197391,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.48241857856120546,0.4166130516195091,0.5847443793558031,2.1133297251495353e-05,0.7850120086609725,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.8386088670582941,0.7240982526679673,1.0,0.7476068515563322,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7862191446051521,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.7597230604115819e-06,0.3590820072673445,0.6171472081538794,0.610645171965561,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.8154681376236395,0.3918582062672801,0.6038319806771386,0.31120768671244453,0.18980322150346238,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.3851340832453807,0.08327185789268776,0.7234820240569745,0.17619176623506047,0.8215985277500785,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.832986218400118,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.16531984893487897,0.317364041905653,0.7155081563921291,0.28471800815741716,0.16807197672113988,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.7713033105413332,0.32209667169150363,0.4402641858104914,0.5169456990237403,0.9450790343198514,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8354010387446141,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.011372958240093519,0.5802281480601562,0.03210379836600769,0.2736863950414426,0.0769681716543291,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.7590081531214922,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9481591484254404,0.6912395800463721,0.33387911267360504,0.13141654539509962,0.2069271979704383,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.4090212019349868,0.9197881070560876,0.9682882574810175,0.5003805070028727,0.03113019104404003,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8327236290271813,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.6455897942624929,0.2817911623961795,0.8740271295571904,0.9999917923518286,0.02253171586041568,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.740342347430709,0.8465518541230094,0.24828999940894345,0.3852560814567993,0.21098052113834054,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.028051809268342352,0.7830168653587157,0.07885373326270263,0.7977027755518571,0.5982590862071434,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.6167560045098609,0.13162774573117636,0.13365076678619503,0.44681854284020894,0.0994233589913305,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.8982869285855503,1.0,0.11768557573354053,1.0,0.1650688227941229,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.815739932612768,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.030536879404581503,0.3681854376472524,0.15407707294555822,0.6769094600096448,0.732715373325372,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0,1.0,1.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.0664858599172066,0.5286262187168019,0.05278657428819726,0.8563061785924688,0.5242443539677388,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.14526067711487545,0.012704773804571506,0.9314593952978848,0.3803466188791239,0.24892427563701264,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.740225875837757,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9781517360442851,0.9602266471684773,0.9019464417933473,0.29575117564621717,0.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8556528498878355,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.5682781094198075,0.7887606313310099,0.669590872819545,0.015022694094958815,0.7802372763963439,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.7702745614782598,0.23380796863035463,0.10655680486827425,0.4682802886166044,0.20280756514864556,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.15774134060766842,0.36219499913303044,0.14463825625191268,0.7270976655825543,0.20729657637224813,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.9925481194885265,0.49363612602942925,0.9448153410858784,0.5084442321562825,0.9542742578264212,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8530880058783212,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.6128506918393161,0.489626341631773,0.3366048134372494,0.781629685793255,0.9501191699014401,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.0,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
0.4511152802609461,0.549698981601481,0.9896140528015405,0.67394129364156,0.20072654029005557,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
1.0,1.0,0.8539958634260191,1.0,1.0,2.7781,-3.5127,5.1203,2.6514,0.8333,-1.8455,-2.3593,-3.153
