hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
11.852787259681048,1.0105240354756204,0.965647972697617,0.9656656287093233,2.9,10,5,10,20,0,embedding
15.690366741154097,0.8258969437545624,0.741109842341542,0.45220548528787025,6.8,10,5,10,20,0,embedding
15.897567045281104,0.799349614779063,0.7449441812334218,0.3719406404772954,8.6,10,5,10,20,0,embedding
16.001074841491594,0.7989957641120575,0.7493583999431623,0.3352035232572788,9.7,10,5,10,20,0,embedding
16.022521258559674,0.8081772007277461,0.7547548271356335,0.31956201132055584,10.2,10,5,10,20,0,embedding
16.095903871031545,0.8110952064733873,0.7490969340226001,0.21414472512169175,10.8,10,5,10,20,0,embedding
16.129425996731605,0.8086276125338024,0.7541957618310093,0.22713040027729833,11.5,10,5,10,20,0,embedding
16.143743479180177,0.8143431867023025,0.7530795776878654,0.17475100148198072,11.9,10,5,10,20,0,embedding
16.173460754611877,0.8146860986486042,0.7588094186679037,0.18827024598488332,11.8,10,5,10,20,0,embedding
16.184074839898546,0.8300684312823112,0.7618574689883026,0.10477661038607125,12.1,10,5,10,20,0,embedding
16.192581070290792,0.8203391413766349,0.7615259239244287,0.10349988739958862,12.8,10,5,10,20,0,embedding
16.195614339661326,0.8210812140195177,0.7631833997631344,0.10224578244989246,12.9,10,5,10,20,0,embedding
16.24709091171296,0.8255156227768202,0.7663917234917865,0.07262895881520445,12.7,10,5,10,20,0,embedding
16.24931259724088,0.8243618385270913,0.7664060746486343,0.06986172314156563,13.4,10,5,10,20,0,embedding
16.252403140133993,0.8256170597660055,0.7685112596297757,0.07110766861690435,13.3,10,5,10,20,0,embedding
16.259880656388944,0.8164492182185873,0.7664588477722136,0.06606341575383648,14.3,10,5,10,20,0,embedding
16.28398390731676,0.8117283452009938,0.7617417026816719,0.06336204802214487,14.9,10,5,10,20,0,embedding
16.291517389619354,0.8109344816100641,0.7644871083134206,0.10142759369842831,15.0,10,5,10,20,0,embedding
16.300276617910463,0.8094456569773033,0.7656900937863739,0.1006536367013541,15.1,10,5,10,20,0,embedding
16.319539117571935,0.8130729683872054,0.7661287699294521,0.10508011159171486,15.1,10,5,10,20,0,embedding
