hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
3.5374797607276465,0.4896181691720273,0.580071510223368,0.4107277019617664,4.5,10,5,10,20,0,warm start
3.629314317473059,0.47469952342381544,0.5575038687591484,0.2592204122608657,6.7,10,5,10,20,0,warm start
3.6812461094913425,0.5139363588699775,0.5638049189504064,0.18374857050362997,7.9,10,5,10,20,0,warm start
3.718878616967067,0.502020572291238,0.5611648455584101,0.15956831681958578,8.9,10,5,10,20,0,warm start
3.7325339029223437,0.4726704536056193,0.525819008908458,0.17737387688020964,9.7,10,5,10,20,0,warm start
3.8019426578438833,0.4754384119360223,0.4964935154464055,0.175302308767358,9.7,10,5,10,20,0,warm start
3.8414253010350423,0.4737205938469195,0.42127407541518347,0.20040445897733877,10.4,10,5,10,20,0,warm start
3.8645382600128073,0.4594974864133709,0.36772436074053816,0.2335031424596215,10.9,10,5,10,20,0,warm start
3.894028690713314,0.4687824719172956,0.40510794682724055,0.20225187233679742,10.9,10,5,10,20,0,warm start
3.907810229745663,0.4639953062622785,0.39931334845067956,0.17495325089834912,11.1,10,5,10,20,0,warm start
3.923018402147798,0.4661371478923916,0.39851857581691685,0.15082367130267774,11.1,10,5,10,20,0,warm start
3.928923295635412,0.475073029067422,0.3984780825639436,0.15660289810367817,11.2,10,5,10,20,0,warm start
3.952224795328327,0.5009108038479548,0.37165974120361345,0.1672485361441597,11.2,10,5,10,20,0,warm start
3.9535581101332142,0.49933320353412813,0.37521434521489516,0.16535085266087063,11.1,10,5,10,20,0,warm start
3.9541066202115673,0.516261216730515,0.37521434521489516,0.16621359082448722,11.6,10,5,10,20,0,warm start
3.964939427214034,0.5142930010416763,0.3711615732114371,0.18308479850981207,11.3,10,5,10,20,0,warm start
3.9736865612939987,0.5403022539149365,0.3727305606400969,0.18469820476277937,11.4,10,5,10,20,0,warm start
3.9740612852996398,0.54538401706955,0.3727305606400969,0.1836835135806672,11.5,10,5,10,20,0,warm start
3.9751465886752455,0.5481192373054343,0.37260190591360276,0.18159247235974213,11.7,10,5,10,20,0,warm start
3.975167670885278,0.5535226806893068,0.37260190591360276,0.1812966542921945,11.8,10,5,10,20,0,warm start
