0,1,2,3,4,5,6
0.0,0.0,1.0,0.0,1.0,0.6,10.8
0.9821916002031825,0.7590155901236696,0.4629166760157341,0.5081398809510012,0.623484562017288,0.6,10.8
0.9821964673803212,0.7572069860939517,0.4674004072935911,0.5075674996188674,0.6201560061314539,0.6,10.8
0.6727166948021713,0.12871434968562534,0.26611276528763556,0.8383578779328735,0.7682445205888891,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.0,0.0,1.0,0.0,1.0,0.6,10.8
0.4023368464453946,1.0,1.0,1.0,0.0,0.6,10.8
0.2958082570532426,0.8815980670224377,0.71191478719115,1.0,0.9644312929341922,0.6,10.8
0.7506103367660218,1.0,0.415589100684642,1.0,0.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.16149426758836063,0.45384831917192187,0.8062361627188857,0.23423298911731721,0.7893290276447535,0.6,10.8
1.0,1.0,0.6336348811858862,1.0,1.0,0.6,10.8
0.42938708279553217,0.34716375070655975,0.18092820339625015,0.10500337942751288,0.18422216063280633,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.6302180691460524,0.2179645134873248,0.03909325201665629,0.002554491567750635,0.6933571914910192,0.6,10.8
0.7607590743709594,0.4517518277542365,0.6167602902065606,0.3280031263327781,0.4729906128758127,0.6,10.8
0.31689347720038935,0.6195238002490516,0.004965985619801173,0.8609602846444606,0.13587254625499187,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
0.6934318103051493,0.9530887446948386,0.4595738300926136,0.16497358479133134,0.9734357098630867,0.6,10.8
1.0,1.0,0.6377797083491716,1.0,1.0,0.6,10.8
0.46773218834928526,0.01920240904618471,1.0,0.5306039516277099,0.8583834057389689,0.6,10.8
0.6057857855595046,0.6585975959548157,0.9363343796104765,0.9034652112571432,0.33500879960311875,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
1.0,1.0,0.6564573108420217,1.0,1.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
1.0,1.0,0.6609616563644479,1.0,1.0,0.6,10.8
0.9610985709490248,0.023774596966692225,1.0,0.9358883417590587,0.5479068432665156,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
0.9959673910395659,0.9993988512793418,1.0,0.01669615925583793,0.962870976155745,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
1.0,1.0,0.5755211841734031,1.0,1.0,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
1.0,1.0,0.0,1.0,0.0,0.6,10.8
0.4630350790625368,0.8826031090145712,0.7525180633379739,0.338919467006873,0.8370427610309543,0.6,10.8
0.9980786220648259,0.21531980459488392,0.14163093948713348,0.10953610376873944,0.322342284516527,0.6,10.8
0.0,1.0,1.0,1.0,1.0,0.6,10.8
1.0,1.0,0.0,1.0,1.0,0.6,10.8
1.0,1.0,0.5737400907489943,1.0,1.0,0.6,10.8
0.5059892137348294,0.20926497990273432,0.1525157217400393,0.018452545574005778,0.8757054398558435,0.6,10.8
