hyper_volume,gd,igd,spacing,cardinality
5.121766704951047,0.21339884813500853,0.3067528426490084,0.29297482261545543,8.0
5.760416444062871,0.32961522843875507,0.245486133704398,0.18019361471299797,11.0
5.781703685574385,0.3268887733785814,0.212088123886576,0.23782707948167647,12.0
6.26273698779146,0.33720990418954594,0.20675446632740177,0.16453878224846571,14.0
6.350055151323795,0.4215185655646096,0.3279750357364725,0.17349016575300033,12.0
6.656184351690021,0.3992678609319613,0.24469456549836677,0.11360731297714245,13.0
6.736438798996062,0.35788366872614236,0.16410010633341138,0.10540491151961892,15.0
7.3982546494470425,0.3807388778511762,0.1910023365286079,0.20962093145034252,12.0
7.422677363925909,0.37044129240061385,0.18946836960854846,0.1945277919696565,13.0
7.50435698389512,0.33701427471794765,0.1952696324687766,0.1363606035045997,18.0
