hyper_volume,gd,igd,spacing,cardinality
3.7635372917053567,0.3376038797270279,0.3180215137019105,0.08419563881127694,8
3.858536143946929,0.3804354352047074,0.3180215137019105,0.13662670830870635,9
4.279139509205765,0.3240505805394195,0.3245486677015166,0.13917380891324915,8
4.635450878453131,0.28988214821072944,0.3112304610858818,0.0813430573245726,10
4.9275136115348,0.27666976952983596,0.2961469374520773,0.06466510997346575,14
5.533086291592738,0.2956945724761843,0.3071324894152096,0.07236287314886239,12
5.556750924373787,0.319158756949696,0.31779190433408033,0.08538177646590826,11
5.589542549192709,0.35289066455514223,0.31779190433408033,0.07057637771869912,13
6.0001693784195105,0.39378155272208265,0.31779190433408033,0.08821150485171786,14
6.036125492540634,0.35663060888787285,0.3042747038648946,0.06850487527697893,14
