0,1,2,3,4
0.09025132842361927,0.5811105500906706,0.40774370171129704,0.9906550562009215,0.9563232036307454
0.8748458884656429,0.2342706425115466,0.7750531500205398,0.31081464421004057,0.3064010292291641
0.5146256219595671,0.8430619807913899,0.1254499712958932,0.6624919893220067,0.08256059885025024
0.29421718418598175,0.4722962900996208,0.555015292018652,0.10771265719085932,0.6855987133458257
0.48462809529155493,0.9162143599241972,0.9618020858615637,0.1661190828308463,0.5485086012631655
0.7070278087630868,0.2723316056653857,0.3444928778335452,0.5958992270752788,0.214032887481153
0.9090061811730266,0.6625409098342061,0.7432279707863927,0.49420579243451357,0.42810289468616247
0.12640294153243303,0.02598237246274948,0.06366288661956787,0.799047046341002,0.8407279271632433
0.24456219002604485,0.7582789966836572,0.6527778515592217,0.5185913145542145,0.3225035797804594
0.9627218712121248,0.42633167281746864,0.035468410700559616,0.21399660035967827,0.906956466846168
0.665032833814621,0.5041477251797915,0.9350725654512644,0.8154433015733957,0.7011214373633265
0.38599824719130993,0.18050118442624807,0.2555072521790862,0.3859096672385931,0.03853449039161205
0.3342514345422387,0.7355993697419763,0.22371282894164324,0.3276243731379509,0.1648721406236291
0.6152163138613105,0.07584748044610023,0.5910220295190811,0.8821590729057789,0.5647713653743267
0.7547259153798223,0.997092979028821,0.44228596054017544,0.03072655387222767,0.7959922812879086
0.03849648218601942,0.3143918728455901,0.8718510372564197,0.7103223633021116,0.4429923752322793
0.021555442363023758,0.942775976844132,0.01647291239351034,0.46225627325475216,0.6297353776171803
0.8024287316948175,0.3687021806836128,0.6650328431278467,0.7670355383306742,0.10778062045574188
0.5669040307402611,0.6964191179722548,0.2980199418962002,0.1341085247695446,0.25301358103752136
0.35082716308534145,0.11502110492438078,0.8838357189670205,0.5639487504959106,0.9780985834077001
1.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0
0.13257905985703702,1.0,1.0,1.0,1.0
0.7210828547589531,0.22828067382098532,0.4550805297787783,0.7465753318812093,0.12461151293984588
0.04994270889358101,0.9422087871429554,0.47218993912795143,0.9418580459798822,0.541679561835172
0.5425947110333265,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
0.0676592083669841,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.6531913764573987,0.5273958193793525,0.4238037980229935,0.46834346927822806
0.28581327534476636,0.6777774182445504,0.43235722813541755,0.3541247022188257,0.4879209110193328
0.12429061386505473,0.4597307606918054,0.048124340983290353,0.41920455647277954,0.5161495879894259
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.3418682116796289,1.0,1.0
0.10361765697226856,0.37359775323954036,0.6451137242889924,0.05431956146454452,0.09286697395676388
0.09886292803339286,1.0,1.0,1.0,1.0
1.0,1.0,0.3610512607716014,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.21820583317312808,1.0,0.0,0.0
0.7436923212441797,1.0,1.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0
0.6094521965310761,0.18166597793678202,0.8589034229096539,0.19866588282653871,0.6030780789039515
0.4387725812031067,0.37041657843329817,0.2578929006716047,0.6671448540077661,0.42436870805579935
0.6453975384090033,0.8646475685432882,0.40820276334173733,0.9989516987902746,0.0
0.8072162016144351,1.0,1.0,1.0,1.0
2.4576726203375155e-06,0.6226162966994173,0.3802847286309151,0.9497772414027503,0.13297187166516175
0.061057617734950255,1.0,1.0,1.0,1.0
0.0,0.8965552689626577,0.0,0.8554863550048362,0.38620087446763146
0.330953231258174,1.0,1.0,1.0,1.0
1.80264619271602e-12,1.0,0.8690089404596005,0.8534017900690455,0.6092849575994924
0.49306921867921194,0.9142798990084067,0.607088150675889,0.4364872214210541,0.09306171381340685
0.6337318539279889,0.0,0.26726378328977884,0.574852390165066,0.4270676348378625
0.2696572969738493,1.0,1.0,1.0,1.0
0.91038333947396,1.0,1.0,1.0,1.0
0.11779290796009347,1.0,1.0,1.0,1.0
0.2640578030857466,0.4407102867287794,0.2514370739091924,1.0,0.3109974488243915
1.0,1.0,1.0,0.6147478160564052,1.0
0.5275804586791303,0.2522248681348781,0.7481109940072987,0.8064047491850304,0.2670723696435689
1.0,1.0,1.0,0.0,1.0
0.017817109573732965,1.0,1.0,1.0,1.0
0.0,0.728232099385366,0.9384631167046042,0.3406298062138877,0.3345225377710338
1.0,1.0,1.0,1.0,1.0
1.0,0.45948639414924636,0.10841916045026564,0.6427742260132256,0.5908951832382549
0.6304744795258699,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.22223362443607775,0.8201343969141751,0.060173851835630246,0.7065395806333821,0.2415546384412153
0.42236201017690705,0.5079730548700725,0.6432195423386109,0.5389302835560593,0.7504570541796108
1.0,0.9645527102679621,0.6102422634330532,0.9428534583241945,0.995198278253858
0.606551140927859,0.9234579837935599,0.04437572104356042,0.8183847437939612,0.9881606970094657
0.4387185466736464,0.9899359889890803,0.7761864984474814,0.8941557157086961,1.0
1.0,1.0,1.0,1.0,1.0
0.048338486079087604,0.6060749208309049,0.24295184899172667,0.20212005961049734,0.6106968167887634
0.4876532117604736,0.8832862466655221,0.3931608151062517,0.7266677043062769,0.883811996069734
0.16985494002763554,0.9917006267493776,0.009853939073556622,0.10705100114896171,0.3626375597583263
1.0,1.0,1.0,1.0,1.0
0.3591099631622697,0.32902487857683904,0.25233600626078745,0.20764334673490825,0.5036635896955863
0.7159381661469123,0.24110125789570586,0.5298213987572823,0.6032964269648455,0.9999952390202639
0.9306242777840191,0.7809495476157968,4.28753413239422e-05,0.782368083400534,0.9384994519665867
1.0,1.0,1.0,1.0,1.0
0.02961092849167161,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
0.5048092158401214,0.45756592300433974,0.47925742548669914,0.9238053610243283,0.519916915991318
1.0,0.36825910672059886,0.17572057280365322,0.2410649919539714,0.3320203449677264
0.9184646864740248,0.007546855815950375,0.00041308015530493804,0.0009359051461504593,0.9926855735929938
0.5995365749248255,0.3796537749724429,1.0,0.1786763573888593,0.07451158518562645
0.9764036572901624,0.9952057447027672,0.1199620304711072,0.3700492912267861,0.3227161953243712
0.035784364734775795,1.0,1.0,1.0,1.0
0.48240320158276273,0.47868714716879734,0.47806167643595704,0.5725623121428598,1.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.06347010043860196,1.0
0.4482224378669496,0.6961345160374867,0.6029126020153627,0.00729230418771353,0.41087398305518125
0.00835303980524168,1.0,1.0,1.0,1.0
0.6349311368734087,1.0,1.0,1.0,1.0
0.08743889137127282,1.0,1.0,0.4741742012113804,0.8415506532157115
0.04333697270957613,1.0,1.0,1.0,1.0
0.28639491947522444,0.1607464633965525,0.14934765969974217,0.63160939401062,0.0063675063701603895
1.0,1.0,1.0,1.0,0.0
1.0,0.16545535597871452,1.0,1.0,0.07834326101514198
0.006478396244364026,0.33298392873256466,0.15065045841039953,0.07961967028675297,0.872692123055451
