hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
5361.155255668839,8.304404219204763,37.84175394550035,2.24891852641628,10.0,10,5,10,20,0,warm start
5582.160425705113,6.748361408852904,9.722922677672585,3.404965673556267,12.9,10,5,10,20,0,warm start
5909.804476407419,5.991058014909829,5.014135371473332,4.418818810536651,18.2,10,5,10,20,0,warm start
6128.674154028555,5.716308432231437,4.069245005880667,4.607387945304029,23.4,10,5,10,20,0,warm start
6259.636735898002,5.44465110314387,3.2842705810036072,3.94207647781072,28.2,10,5,10,20,0,warm start
6341.493301797852,5.550660973674493,2.870720024559912,3.471584571047625,34.2,10,5,10,20,0,warm start
6383.181628921403,5.476727662395207,2.607814236506067,3.1247865404464146,37.8,10,5,10,20,0,warm start
6414.848541467181,5.30605186601707,2.399642406665358,2.8666185787652836,41.7,10,5,10,20,0,warm start
6434.613152765453,5.224881029733012,2.3307163563564015,2.6122235412402146,45.5,10,5,10,20,0,warm start
6452.37659501239,5.11446636450413,2.231651107654387,2.368400127165885,49.8,10,5,10,20,0,warm start
6465.883414340659,5.130154913638197,2.169872940194201,2.1077094605050335,54.0,10,5,10,20,0,warm start
6478.392589997806,5.048699993923821,2.109462924955563,1.9834826008584598,57.5,10,5,10,20,0,warm start
6489.8362643800565,5.182298218798889,2.0670499033629093,1.9114755480178967,61.9,10,5,10,20,0,warm start
6498.248449875957,5.127268982007105,2.007027420758543,1.8055154507284965,65.5,10,5,10,20,0,warm start
6505.131569147592,5.110081678532238,1.9753512794618189,1.7344816941555539,68.8,10,5,10,20,0,warm start
6512.289495165243,5.200006364223819,1.9446631376829437,1.6464871996770671,71.8,10,5,10,20,0,warm start
6517.2546877688155,5.10831853469166,1.907932275634701,1.5356083771631903,75.6,10,5,10,20,0,warm start
6522.965136588394,5.137537713978989,1.8893378771970304,1.446567423938952,79.5,10,5,10,20,0,warm start
6527.825741189271,5.181231657807559,1.8679984060580765,1.4137383071471428,83.0,10,5,10,20,0,warm start
6532.309158840536,5.220030119464047,1.8554327362858634,1.3575268709164403,86.9,10,5,10,20,0,warm start
