0,1,2,3,4,5,6,7,8,9
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.5829623413990653,0.4214669833303885
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.031440551228035137,0.28586157041621224
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.9504394384600969,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.9214620429011875,0.5708354495530605
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,1.0,0.9379046662648447
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,1.0,0.9273186138938964
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.5799517469733648,0.41415733408860483
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9056433706163016,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.898799786741662,0.5798787701045127
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.010685032475430997,0.27896967795555033
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.0,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.0,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,1.0,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.41360287645805416,0.0,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.0,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.0,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.0,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9995144304527691,0.5909611475157445,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.421657669243,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.7383243928899442,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.39562513254298637,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.38502663726687414,0.6982535671646042,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.5593938003771903,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.4498813209835902,0.6207560257394992,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.4089123854920559,1.0,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.7208699115387609,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.37610256042983087,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.5428383091942647,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.7801926034274873,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.6888317333351551,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.7786639935717846,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.6888553177297518,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.5150842516961119,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6736079041169057,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5380638158885772,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.8190599136082033,0.4306942562315522
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8464274032349463,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.47966772180166684,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.3689598382890918,0.14224139084251042
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5079401581227868,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6627237752208214,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.7311718776990519,0.0,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.821337402551591,0.42852646144001405
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.022975355803573527,0.1271935665632705
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6055377335799383,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.5835318242949605,0.26051673429009325
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.25880358487185734,0.1590954909395167
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.3619258295044889,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.3816591912051897,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.7292296774697234,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.5834500313823928,0.26064807688413594
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.028185769566452835,0.12197052505235605
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.575034707669382,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.40339978719856057,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.7799284165175183,0.35024893068133944
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.49327363869039986,0.7900151367317465,0.0,0.20271985018826866
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.6427048721337366,0.27728153773055986
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.4524748653750662,0.5938318826543934,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.9908360695846468,0.612546502233606
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.9976491597959188,0.37464613110852046
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5224441168798488,0.573037048457828,0.0,0.17064792912951826
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9054260421020283,0.9982171733405841,0.7409514423922491,0.4243567125154127
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.3145887652554269,0.9184585568610244,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,1.0,0.6561035873314721
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.7661739749427693,0.9416177322986774,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.15358467779830112,0.18230052702737104,0.46276430692196524
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.898880065592036,0.41337753864670584
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.9986466889937136,0.5499571382329606
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.827570664521113,0.0,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5362381332536302,0.0,1.0,0.018518675853754597
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.23704129455526388,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.4677585225467935,0.1341591202577069
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.4356099579099617,0.13675844925362435,0.38285586790485904,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9576743805671672,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.3509819902428313,0.14580436088988216,0.7527303864271158,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.12842951843245104,0.8710271693262832,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.0,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9576619759601646,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.9865322316456687,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.0,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.34212192500048494,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.13227765862631072,0.8678946748600669,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.45819266696434713,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8584131702083395,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.8620248238389704,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.6572755330848187,0.804251194292269,0.02231640461573927
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.7267068994736972,0.3410839125081553
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6706485019105799,0.0,0.0,0.5055046527139089
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8672887110542259,0.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6019142689227611,0.6850123930075145,0.8234703969358005,0.35571986414133266
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.5376582916904473,0.22877513859142737
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.06488598038874903,0.00985431818806561
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.4268219603047293,0.8481574115266475,0.9996344541858958,0.9678843356338993
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8761822719853573,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.3043240189664208,0.4828631371764665,0.6004220137640403,0.831983947949012
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8336312474257047,0.20888361904847996,0.26738134465095653,0.8408301269201401
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9723468469434003,0.14516175728012493,0.4463492026554025,0.9052162310100502
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.26918644493446797,0.6653246465556808,0.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.11955463915186824,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.775196487599287,0.5734478203634151,0.881202046526659,0.08181743922918147
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.47024746808506807,0.5815032698565452,0.9822409384354631,0.024920655119046026
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.24855872187284211,0.12103971818211946
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9980489082598457,0.9967762460132475,0.9375439213972191,0.8410722393428581
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.14549548903138743,0.07640904711264856
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,4.577423150928582e-11,3.9930799252080475e-11,3.083701828541605e-13,2.2549665869979948e-12
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8440540405892081,0.7487960081904695,0.7525179674613268,0.6651350371361794
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5937332670174773,0.9212204298361688,0.27760580738517565,0.7464890368104993
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.1453742682544935,0.076536829063075
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.1341938966914399,0.9999636987518497,0.2747231714823815,0.8551010017266721
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8143492535568922,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,1.3267856437767428e-11,4.463842226829894e-12,6.687194883408201e-12
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.991998880290762,0.7366592890262136,0.3006850956229322,0.9975373242177593
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.26979369502308176,0.0,0.02401731390860879,0.0002730176488871454
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.48759181365667154,0.25210898495975476,1.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5612400816745987,0.3367501226057878,0.6257187768035856,0.4729367484818135
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,5.918739023460248e-09,0.022714888761367128,0.0,4.948702690722316e-05
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.9505849583810116,0.47516540150584696
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.006466086890453316,0.4563363107431441
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,1.0,0.42572978057897404
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9803040575799131,0.7387973874051504,0.47134896516642544,0.001771602617724057
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.0,0.10814077829937856,1.0,1.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.4304763633015135,0.8852755874019842,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.21897563898525535,0.5677562036536598,0.9999991627783745,0.6202456174431275
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.9173801596801607,0.4806437933352246
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.06657877907527439,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.24325572401243512,0.7266340310997922,0.4095214913922917,0.768999700276838
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.0,0.037154586528895285
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9356201476090169,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.1637492407908693,0.5670416215558339,0.6539075407740108,0.971470434330887
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.06633979111346759,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5969864448571381,0.38952652706462143,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5608592091484675,0.7224569255561439,0.9770853295730263,0.7966201928525382
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6543631288105892,0.07911756156304052,0.992040342482152,0.040961631245319104
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.5463619149298372,0.2589430125354851
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.37333690475888487,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,0.6436556213241836,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.1789471876588537,0.1495318921261966,0.47635390180751946,0.5237059455523019
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.2216923987980394,0.9999999934382029,0.4619907616881563,0.4566178937621429
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.9787945772345361,1.0,0.0,0.0
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.08890556432464752,0.7464390299135689,0.04794212709669085,0.9808949092367292
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8986471526340779,0.17282337181661483,0.9608670603439969,0.16097052301853254
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.24043757822526368,0.2628834233472223,0.5597711717665971,0.9081626357474895
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.5589021191543891,0.3890971106118232,0.6815394058930867,0.06508907666879431
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6355576477435234,0.591933542768176,0.41417930683351445,0.19501572976611836
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,1.0,1.0,0.41381727155652753,0.23241947543328598
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.6484084444351982,0.8177972420590311,0.48829421683991947,0.4047289769884047
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.7240557799347369,0.7078256377490726,0.5695581483093375,0.8567934101235568
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.8305783107780186,1.0,0.6188377840212017,0.7416612431651282
0.1857,0.1165,0.4962,0.3767,0.5447,0.3063,0.3353436474309489,0.0,0.6337322875660458,0.27160899582548115
