hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
3.676878024,0.340691084,0.469645868,0.424052714,6,10,5,10,20,20,embedding
3.764056959,0.447827264,0.442602511,0.472419044,7.4,10,5,10,20,20,embedding
3.872715408,0.453494291,0.479451691,0.40163964,8,10,5,10,20,20,embedding
3.901259076,0.460729915,0.481284,0.402560039,8.8,10,5,10,20,20,embedding
3.960455902,0.439720632,0.511680428,0.265235758,9.5,10,5,10,20,20,embedding
3.976666649,0.425424743,0.510915528,0.25745941,10.3,10,5,10,20,20,embedding
4.033138528,0.456662653,0.54786398,0.229646109,11.3,10,5,10,20,20,embedding
4.051109413,0.458226967,0.547193551,0.21464787,12.3,10,5,10,20,20,embedding
4.079300142,0.447662142,0.596913108,0.226529469,13.1,10,5,10,20,20,embedding
4.089325421,0.44866174,0.601815398,0.21420121,13.2,10,5,10,20,20,embedding
4.105246195,0.440440706,0.591265589,0.204934821,13.9,10,5,10,20,20,embedding
4.123002529,0.440082875,0.602067159,0.137941942,14.5,10,5,10,20,20,embedding
4.129921865,0.441429222,0.605105509,0.135433545,14.8,10,5,10,20,20,embedding
4.132862868,0.442475389,0.605831288,0.132001144,15.4,10,5,10,20,20,embedding
4.136390997,0.4522386,0.615136082,0.115451431,16,10,5,10,20,20,embedding
4.138145453,0.448715948,0.61496774,0.113272495,16.1,10,5,10,20,20,embedding
4.142646683,0.451891534,0.616072792,0.105297549,16.2,10,5,10,20,20,embedding
4.148863407,0.458264971,0.576964272,0.12764571,16.7,10,5,10,20,20,embedding
4.153177959,0.451863911,0.577325384,0.127678172,17,10,5,10,20,20,embedding
4.154445386,0.4526627,0.577659898,0.126416617,17,10,5,10,20,20,embedding
