hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
5.055292039487951,1.529470323846334,1.4823002424393636,0.35851861187217104,3.4,10,5,10,20,0,cold start
11.06137409456474,0.23082779291911543,0.3657633568426305,0.22352114826661137,4.1,10,5,10,20,0,cold start
15.24482920471672,0.6256136613738146,0.7745345393210659,0.1273314677735514,4.1,10,5,10,20,0,cold start
15.483691472500379,0.680614952949256,0.7608744866608725,0.30501715854356587,6.4,10,5,10,20,0,cold start
15.60986797628784,0.6827974435137726,0.7346264407258131,0.3236710737537356,8.0,10,5,10,20,0,cold start
15.772252210883469,0.706946108155884,0.6834418084747219,0.3724108400293714,8.9,10,5,10,20,0,cold start
15.84009652459093,0.7114711859344884,0.6640436572519448,0.3533710466303317,10.3,10,5,10,20,0,cold start
15.858506957762348,0.7139079186771363,0.635239817416066,0.224150190560343,11.1,10,5,10,20,0,cold start
15.885404745398063,0.71862772402015,0.6278998861039413,0.15125840381150005,11.9,10,5,10,20,0,cold start
15.896739666194014,0.7211857450945905,0.6289639144191077,0.1272247290048071,13.2,10,5,10,20,0,cold start
15.907924300089103,0.7264101371211196,0.6319167824483692,0.1209176122123176,14.0,10,5,10,20,0,cold start
15.914376339544798,0.7314742369177374,0.6302645853555405,0.11562502946484328,14.5,10,5,10,20,0,cold start
15.933075660500785,0.727473064747916,0.6246700044536411,0.11393360193029411,15.4,10,5,10,20,0,cold start
15.963779734090446,0.7366808359388244,0.6287176525121076,0.10761304687212767,16.1,10,5,10,20,0,cold start
16.034186484456168,0.7548164599391584,0.6533478511775972,0.10748039332450758,16.6,10,5,10,20,0,cold start
16.067784485492105,0.7556547249194536,0.650924699975943,0.10324172842786102,17.5,10,5,10,20,0,cold start
16.07118365157186,0.7554718333547024,0.6518979560198976,0.10284283975721356,18.1,10,5,10,20,0,cold start
16.0758376378831,0.7586441125383525,0.6506751308421899,0.1012967793735626,18.9,10,5,10,20,0,cold start
16.08539716899119,0.7624733204811286,0.6498978217792806,0.09814068684665285,19.7,10,5,10,20,0,cold start
16.105655578392852,0.7652195466285301,0.6515073762694741,0.09809071577608955,19.4,10,5,10,20,0,cold start
