hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
3.749014915,0.514902865,0.421996419,0.499247179,5.1,10,5,10,20,0,embedding
3.920244351,0.48938073,0.439910357,0.399500835,7.1,10,5,10,20,0,embedding
3.982318658,0.470291313,0.439182845,0.256427453,8.9,10,5,10,20,0,embedding
4.028753715,0.455150205,0.417169872,0.295070905,9.9,10,5,10,20,0,embedding
4.090727066,0.474592925,0.459857592,0.283185085,10.3,10,5,10,20,0,embedding
4.111594977,0.461356736,0.422396733,0.325627785,10.9,10,5,10,20,0,embedding
4.1235703,0.465788199,0.424987273,0.331589675,11.9,10,5,10,20,0,embedding
4.136408015,0.465440923,0.422774629,0.31451359,12.9,10,5,10,20,0,embedding
4.146325293,0.460498203,0.390186225,0.31206413,14.2,10,5,10,20,0,embedding
4.190284434,0.475282112,0.424045616,0.279444691,13.9,10,5,10,20,0,embedding
4.197480118,0.48404578,0.425333918,0.264612558,13.8,10,5,10,20,0,embedding
4.21050441,0.486584424,0.426616556,0.257377486,13.9,10,5,10,20,0,embedding
4.220077561,0.491798628,0.423972307,0.254455262,14.6,10,5,10,20,0,embedding
4.224810412,0.496626848,0.422992247,0.251065092,15.2,10,5,10,20,0,embedding
4.226052343,0.490380055,0.423059776,0.249528355,15.4,10,5,10,20,0,embedding
4.229501564,0.496368995,0.422552813,0.246271535,15.8,10,5,10,20,0,embedding
4.230381212,0.4966933,0.423486343,0.244271169,15.9,10,5,10,20,0,embedding
4.233785591,0.492720531,0.428157716,0.272043017,15.8,10,5,10,20,0,embedding
4.247624036,0.492691936,0.429564064,0.268412396,16.2,10,5,10,20,0,embedding
4.253074341,0.495187667,0.430412298,0.266627129,16.1,10,5,10,20,0,embedding
