hyper_volume,gd,igd,spacing,cardinality,batch_size,mini_batch_size,test_iter,n_iter,n_init_samples,method
9.01665682154336,1.018165479402991,0.950317603509515,0.7398532240480227,3.5,10,5,10,20,0,warm start
15.666625381039722,0.8382511671669078,0.7309300406579748,0.5333208773996682,4.6,10,5,10,20,0,warm start
15.73932311806415,0.8743699733473955,0.7298453238202434,0.3770163594354485,5.7,10,5,10,20,0,warm start
15.786417195765456,0.8918443232506709,0.7426538589672017,0.26646874504728313,6.4,10,5,10,20,0,warm start
15.851040516260525,0.9063085222270315,0.751800207993632,0.22064202366600688,7.0,10,5,10,20,0,warm start
15.897286517353512,0.8898225106164759,0.7500948992261781,0.20452709204446964,8.1,10,5,10,20,0,warm start
15.942799201551995,0.8828657944763771,0.7403529083195147,0.2208259950916398,8.9,10,5,10,20,0,warm start
15.961628745029893,0.8652780901953738,0.7247932035254758,0.22488083486518873,9.4,10,5,10,20,0,warm start
15.974489886434151,0.8565110198927762,0.7208422084748253,0.206455217411648,10.4,10,5,10,20,0,warm start
16.01862207263224,0.8352086698993049,0.7206543197625639,0.20737758359513028,11.2,10,5,10,20,0,warm start
16.024425135694933,0.8306734903780362,0.7199686604525629,0.21939823895534558,12.0,10,5,10,20,0,warm start
16.04296871311331,0.8289487219000978,0.7121933763162607,0.21867448313186175,12.4,10,5,10,20,0,warm start
16.101405387225387,0.8318462208046361,0.7073393669757737,0.21146281836471165,12.8,10,5,10,20,0,warm start
16.11002663760307,0.8293271863028403,0.7086142494018017,0.21055817333743035,13.0,10,5,10,20,0,warm start
16.122338841636648,0.8310158015927023,0.7130057466390349,0.1949207993704209,13.5,10,5,10,20,0,warm start
16.14035807589238,0.8256913198200282,0.7018350658620547,0.18062408259812404,14.0,10,5,10,20,0,warm start
16.146758996290018,0.8211439230250706,0.7037964520027733,0.1630462533480544,14.0,10,5,10,20,0,warm start
16.159324895894407,0.8223405528133766,0.7043054760338572,0.14956862097950674,14.2,10,5,10,20,0,warm start
16.166330611927645,0.8211005232086979,0.7056769478990105,0.1464890344163556,13.9,10,5,10,20,0,warm start
16.177764977895965,0.8205813708886407,0.6988895136576511,0.15162295629622255,14.3,10,5,10,20,0,warm start
