hyper_volume,gd,igd,spacing,cardinality
3.6768780236825784,0.34069108356199507,0.46964586768160765,0.42405271417908236,6.0
3.7640569585440353,0.4478272643030984,0.4426025105017377,0.4724190438018175,7.4
3.8727154084718727,0.45349429119886286,0.4794516907327311,0.4016396396976646,8.0
3.9012590762400534,0.46072991473430214,0.48128400006901834,0.4025600387533431,8.8
3.9604559016793814,0.4397206316670238,0.5116804280706952,0.2652357575795721,9.5
3.9766666490880693,0.4254247427216936,0.5109155280191251,0.2574594102163634,10.3
4.033138527653667,0.4566626529752894,0.5478639800693004,0.2296461087953249,11.3
4.051109413349073,0.45822696663296697,0.54719355117853,0.2146478704233507,12.3
4.079300141560778,0.44766214231900003,0.5969131075811892,0.22652946893495063,13.1
4.089325421116284,0.44866173973854817,0.6018153981950207,0.2142012097911392,13.2
4.105246194518135,0.44044070579550815,0.59126558933788,0.20493482090285436,13.9
4.12300252882879,0.440082874712693,0.6020671590023866,0.1379419421668042,14.5
4.129921864960471,0.4414292221769437,0.6051055091210484,0.13543354521584233,14.8
4.132862868383144,0.4424753888808751,0.6058312875145825,0.1320011437925838,15.4
4.136390996840346,0.4522385996666859,0.6151360817285042,0.11545143113998882,16.0
4.138145452962037,0.44871594780904445,0.6149677400429479,0.11327249534172626,16.1
4.142646683045518,0.4518915344382749,0.6160727918146075,0.10529754881221173,16.2
4.148863406584269,0.45826497073740624,0.576964271651481,0.12764570956364626,16.7
4.153177958961135,0.4518639109520198,0.5773253842374901,0.1276781720679079,17.0
4.15444538575915,0.4526626998717222,0.577659898152284,0.12641661729209222,17.0
